Gene	su001	su002	su003	su004	su005	su006	su007	su008	su009	su010	su012
ESPN	0.00540471418714377	0	0.0200864194220436	0.0289675016045042	0.0149854245813588	0.00885004327238467	0.00457637554636849	0.0688944791824277	0.0102085410766475	0	0.0134411720892094
TNFRSF25	0.603267960072504	0.99234174964102	0.404859116680988	0.753112588709877	1.12373308013097	0.895858606277423	0.515801642291572	0.751521211586077	0.777016571974625	1.36846531597539	1.88842184956723
PLEKHG5	0.00227160115846543	0	0.117525440976405	0.0161959468688638	0.018877517735222	0.028377006038164	0.0255769807821144	0.042816411776367	0.00933006780998601	0.0156943286870203	0.00961423515206185
NOL9	0.280253807364562	0.255541101363428	0.315710455568314	0.290985019086036	0.347120325361061	0.170190821139343	0.176746303396956	0.206284034554853	0.323966083009644	0.36671211015545	0.283977969008168
ZBTB48	0.3360247502398	0.224528074218963	0.241942154149276	0.251959463942089	0.240242373466687	0.18687725072219	0.174403230064356	0.172375190108823	0.254156503463757	0.18007716483784	0.292015790760287
KLHL21	0.192177187853308	0.355497174462953	0.651968235604856	0.359081187253749	0.460911935619034	0.256591303905504	0.348873638809765	0.664645151369867	0.320828847752446	0.471303203357674	0.553570655308447
PHF13	0.18544899652047	0.283410447763849	0.549306629025386	0.224967576473192	0.244972182929869	0.274849433298741	0.209808395631538	0.525923082612285	0.201112579661487	0.130147253069414	0.387232321773469
THAP3	0.549895910102515	0.299276868776935	0.238790776225956	0.294755753735586	0.411482654827206	0.374061168462571	0.383755577787313	0.285206355721177	0.476848541771939	0.399860981165226	0.583182343884615
DNAJC11	0.258953939990932	0.103734145283155	0.257263797152845	0.270672548825658	0.322525181941725	0.176982094292333	0.112368463080197	0.183412534319901	0.243935784650032	0.218749222458135	0.259686355204657
CAMTA1	0.764516197893077	0.667750815469107	0.927544855681387	0.823421799521778	0.884339306210734	0.668251883913627	0.722000662659729	0.81962016437275	0.589990988293508	0.556641506074915	0.675462936083887
VAMP3	0.514028489879945	0.636405158401621	0.757406768044028	0.78626343692023	0.788947610530036	0.540301856226366	0.794768632829297	0.525608770478783	0.778133872227207	0.367681263346038	0.520446633217227
PER3	0.0411874291800989	0.0581322206026758	0.128614398607135	0.0815193496962913	0.101266106383033	0.0811142425769487	0.06614999376788	0.104756409759	0.0368043731582763	0.0566701198899544	0.0328983177043843
UTS2	0.0593117903124656	0	0.0353365929222434	0.085719059221634	0.0256548158252097	0.0325710380665712	0.0265584530847513	0.0402426199544523	0.0516181742014638	0	0
TNFRSF9	0.467853083874015	0.491794822938312	0.383563311338263	0.793802460446352	0.26211950656349	0.212715187797066	0.826477820200841	0.574682244929496	0.957022139155687	0.332145230880178	0.2462120818934
PARK7	3.36697482822544	3.33036454302637	3.48679817139435	3.42017466009513	4.19464831239056	2.92208069688504	2.94554115581718	3.17320368368052	3.53922537622652	3.15115187504921	3.29407882721352
ERRFI1	0.0489364126098696	0.306742495276358	1.08625140511606	0.303933697992631	0.39645401313768	0.336306261233142	0.444775327586529	0.684922744795121	0.168787924798038	0.168369827558516	0.0797036069847035
SLC45A1	0.0136613804159421	0	0.0214255840515531	0	0.0117691238755875	0.0114733927400528	0.0051882105882914	0.0170956971773991	0.036003228527501	0.0255946915049329	0.00789253621982353
RERE	0.402979441106903	0.148880104290939	0.439449091891406	0.372816909325314	0.264819320358656	0.258391715551658	0.242803267217724	0.289801857194234	0.184798319408646	0.232086084862464	0.251206831069431
ENO1	2.79038719058367	3.78077483005551	4.24441147644724	3.49023146240205	4.34085780115474	3.14595520680434	2.71142922287201	3.52158528884231	3.73890939235274	4.09564263242192	3.59222303636471
H6PD	0.0460234258920645	0.0709594692113732	0.0667373831499876	0.0972160539861597	0.135540886488528	0.0528868719417607	0.0515531499940328	0.0821391077607502	0.0398176439146406	0.011182320608796	0.0244211460016334
SPSB1	0.074296007299146	0.216412703038575	0.302071192581322	0.318802602450429	0.444037303679064	0.16943619899232	0.320650364185918	0.467313964951528	0.156652802168478	0.194782296610959	0.200409818246662
SLC25A33	0.233011348849196	0.525892772069872	1.13291515292727	0.601882864689026	0.716677096801229	0.417556184038144	0.507510985073885	0.730788277742237	0.397048323904663	0.462177155718466	0.379618532507137
TMEM201	0.0352159964487782	0	0.0321838007415507	0.0490662274643813	0.0565675573515627	0.041135238610971	0.0568922295146503	0.0634570203800805	0.0691600631647154	0.0434231421143662	0.0764118919713826
PIK3CD	0.494575086812502	0.454480848751806	0.245369432515699	0.462503825379322	0.569332005861813	0.314188708331892	0.247628302092771	0.54235511059228	0.418405043778215	1.0366849290444	0.755360836027916
PIK3CD-AS1	0.00874623655448347	0	0	0	0.0177285797019924	0.00422911833086236	0	0.00824389024711556	0	0	0.00421806463526635
CLSTN1	0.247382839727979	0.38882787165108	0.417337143619637	0.462528503396655	0.551767384081311	0.326414136782804	0.415300066678096	0.414051804623	0.652403183275128	0.679849611989458	0.695659778336493
CTNNBIP1	0.103253219746794	0.306177749448938	0.68881029700207	0.316051456989039	0.435079809587561	0.370986492708185	0.257098825415764	0.511504096684758	0.212346016159366	0.080122629638383	0.106477958970862
LZIC	0.525257153184309	0.39949698805271	0.44641810957285	0.438715212892877	0.65651085022962	0.42134694897881	0.424746510963275	0.413556844105447	0.477699663478654	0.413090052069399	0.622092514038971
NMNAT1	0.143798598347331	0.0365932387129101	0.0569652492092718	0.0712198376801154	0.108262491580903	0.0705793689503093	0.0667317293840938	0.0516877834913936	0.0511912292319574	0.0366084736584437	0.0866665974081736
UBE4B	0.229863866497977	0.18628831146605	0.30387125999646	0.275129891802162	0.32805314081566	0.21020076839281	0.194474712600035	0.261374729766231	0.248702836376243	0.244159269523248	0.304982834823516
KIF1B	0.0735953516830511	0.0318920136681153	0.497409784052329	0.158810996550705	0.189568746584599	0.134376368946464	0.244227933424424	0.263648147785533	0.130951550625951	0.137143670548556	0.0453777638965311
PGD	1.0158482953	0.942076500993397	1.39187535931566	1.46469934122587	1.44128897127403	0.904559995866587	1.00619817012233	1.13090780671575	1.21912157678955	1.31336149016104	1.21448169846646
DFFA	0.573160408454867	0.278628480159346	0.4487782151196	0.40050755873282	0.533942780108277	0.298815407300953	0.405342491664988	0.305393259454387	0.470417641676602	0.311058076626955	0.414176867462448
PEX14	0.264442559720027	0.15473791742048	0.311805775452658	0.218564728846702	0.238773242266525	0.17630328275181	0.200300334434807	0.229441274844388	0.23788516935602	0.143155996274946	0.228575491982626
CASZ1	0.101313628405538	0.107525733270508	0.547474877285606	0.161279201484585	0.153062456632874	0.134968910830689	0.126078191659655	0.199682170211923	0.121118648846403	0.207312289951097	0.111903166645673
TARDBP	0.267280668678136	0.245003044438877	0.304343803904813	0.306727380521595	0.290380654228362	0.231430179047145	0.222155672958207	0.215691631312749	0.191928378021857	0.224006707001969	0.241362458517806
SRM	0.213702671968955	0.280284209225289	0.447628083151484	0.415483009999079	0.607775939346878	0.473609564567366	0.3748608500674	0.371439133354432	0.44123338045986	0.597382387699822	0.34188575620914
EXOSC10	0.571081440768544	0.565661535679137	0.585204307975088	0.528038283100875	0.540919678182991	0.339149518907914	0.493283662643207	0.49083408878595	0.633992832048246	0.525533482357522	0.731624290360595
MTOR	0.195138979065717	0.0846608906609796	0.190280803112745	0.239607226129848	0.214327182515859	0.124274933665491	0.149605879516219	0.164969543209949	0.196911137348457	0.11297109700884	0.207226875086094
UBIAD1	0.395641877911499	0.223779065015145	0.255030751155338	0.292255086590717	0.363375156825877	0.194575866678249	0.273814945624761	0.262729296459582	0.372140352986926	0.356747543739748	0.368611810292465
FBXO2	0.0245571805439763	0	0.377334830052933	0.0341716695317738	0.0635964547578594	0.0684640863697281	0.0377242490288982	0.0738348748015406	0.0628210995540563	0.04445150439041	0.0334541830658144
FBXO44	0.272536738925855	0.219740636812236	0.39671862337865	0.206362341703014	0.21802413478238	0.305469591888257	0.168344066119513	0.345559082969495	0.199785763063553	0.163721511856211	0.227393729605793
FBXO6	0.156340059877076	0.192893717177147	0.144794447485469	0.235203513263299	0.425464394287023	0.166767503534439	0.0791894238840155	0.311231914196047	0.14415591369154	0.111753089655628	0.0582334723877548
MAD2L2	0.357295939279957	0.747110282125402	0.91602474670306	0.70522441828426	1.01299381601253	0.644049860557419	0.446728488035549	0.702465116043201	0.604958502905832	0.38267344633208	0.621273054783975
AGTRAP	0.243460894833216	0.387703655683636	0.739796508165403	0.621645654871729	0.583405053934205	0.401183934931991	0.186830299425717	0.485643513594933	0.159987965923167	0.124344057734107	0.134592787228352
MTHFR	0.157041082885534	0.138006515375895	0.0730101718177052	0.130679466584347	0.122772655620547	0.0828860597250276	0.0697793544253557	0.0784222731678601	0.0621006598201691	0.0489136606160744	0.0813700663221767
CLCN6	0.199237569804239	0.0699447369264429	0.138880270902727	0.147354758527751	0.172582860409491	0.101102106186545	0.0791787761438416	0.0898683748676136	0.0480202145042773	0.0746706859903691	0.104960937372475
KIAA2013	0.136067239612621	0.168833356465571	0.176753499158364	0.177146795544092	0.281832563517686	0.137669897091955	0.131067906075399	0.132794764433916	0.144932669113947	0.196400136600558	0.171427495996568
PLOD1	0.292514929681627	0.115063229712267	0.266286300706032	0.211005607946687	0.303891278931389	0.296479466291119	0.209981192609239	0.225113788396393	0.0525689791444529	0.113463293948812	0.255864529617032
MFN2	0.293987005478058	0.18142463779644	0.482122800948263	0.328936387059759	0.344036734421523	0.22294629814778	0.329312985860405	0.30932272517064	0.418543405499401	0.315073742842525	0.492310796545056
MIIP	0.746444929209179	0.476537613402598	0.582500218560634	0.558110076341504	0.816299823052661	0.655679983142012	0.485084142674501	0.589033606126552	0.483489786068121	0.406199118276043	0.689635003416299
TNFRSF8	0.0238549621058953	0.0268566462842328	0.0215130624088259	0.0457478127286189	0.0677208648418497	0.0298783642373238	0.012251282329368	0.0324733421557276	0.0288806196384892	0	0.0167043896175009
TNFRSF1B	1.56211400799966	2.7189214812982	0.841367593517872	2.43869110349246	2.56059875142048	1.00417232498649	2.20768400129202	2.52234445698429	3.76216144606585	3.20772456946789	2.19409024944679
VPS13D	0.174945856700426	0.165802820826228	0.208133769395726	0.207048353073644	0.193898807213881	0.116999611535129	0.145911734925194	0.201208634931647	0.135007255291127	0.104130456995391	0.150739435993488
DHRS3	0.171483188836027	0	0.595557986945924	0.216806560787109	0.0776577060952048	0.127661881263221	0.155810289226364	0.535301505012617	0.0817318329534231	0.0673518766645764	0.0617636887984875
PRDM2	1.10633599125829	0.62692372131263	0.575030041594464	0.810625087295599	0.612125123914991	0.417839157618705	0.594350770707823	0.636556227240329	0.593459777806841	0.554412416992054	0.5870118879841
EFHD2	0.610371514645344	1.09774503731642	1.17903815769924	1.10499638669983	1.4529461867968	0.75234748364738	0.722428027360348	1.26108022129222	1.01515353127208	1.16008534223356	0.926505386301876
CASP9	0.146890608482433	0.186149476406619	0.144813161685927	0.17783576606106	0.260403055696964	0.134631139413693	0.12448653285335	0.217065920169707	0.243768723468333	0.141034710274795	0.234107755487541
DNAJC16	0.164382631212725	0.119073346273807	0.115529267942638	0.108157286568252	0.136305745542586	0.112653908160759	0.0552032352760098	0.0730142989699649	0.112095380598156	0.109616852857236	0.153096784188071
AGMAT	0.101439349706377	0	0	0.0274826297410977	0.127010339746215	0.0311609767737081	0	0.039138645797974	0.0628032452343817	0.0243675474293914	0.021448826788326
DDI2	0.320118721032169	0.139128589408179	0.348875874946129	0.19605728413123	0.3115362840413	0.221932224475559	0.145778919664721	0.180835399196545	0.261414331960279	0.395782089380238	0.258169077919623
PLEKHM2	0.147285855010744	0.134705451069537	0.294796449897991	0.355741916872658	0.432368740121456	0.182775622900209	0.181093202852358	0.196284682110352	0.132073498847705	0.132785889064752	0.151026716574086
UQCRHL	2.9229527529352	2.6561732147156	3.20084345784453	2.92155224457668	2.63319477902162	2.02324123239997	2.13286927915693	2.48805181335801	2.5450041250168	3.35842635237625	2.17841053509045
FLJ37453	0.293398654296211	0.251820026418819	0.318384198968284	0.241584552956152	0.297934082417446	0.301096650454789	0.13316011650709	0.263877193317825	0.0901647283939878	0.0409440475054063	0.185551847893994
SPEN	0.710940666326978	0.608578625536299	0.776766416039424	0.714748818427189	0.648813872200717	0.611414777167526	0.685250180032751	0.66886012946295	0.370579656511369	0.463530271038249	0.658336618979651
ZBTB17	0.396733263492499	0.347527849455263	0.494024413797535	0.424766619408114	0.514673638841665	0.352918262180657	0.299142678764309	0.358329008899291	0.369053707824605	0.425730537802903	0.422792846392468
ARHGEF19	0.104154316919573	0.142144272668401	0.278648716204293	0.0953397838458082	0.127770585142576	0.165071779519132	0.0645340317922818	0.103753278209137	0.141047023418913	0.133987161564731	0.186191223212669
RSG1	0.070041534557917	0	0.0294732627571842	0.0502958650770556	0.0401237790090513	0.0418198174274833	0.0279122548138343	0.0279952301743698	0.04897146872584	0.0440263271953669	0.0730135300140045
FBXO42	0.310263279311176	0.200246837590157	0.349191605493902	0.332849037679809	0.32031064824793	0.243925457821678	0.230491879596159	0.32419336015806	0.2768066510931	0.317869064225517	0.291029726039949
SZRD1	1.25898948393556	1.05920320120964	1.17342132075768	1.37989458595296	1.82714940367478	1.14166060536793	1.01187000642353	1.11078517155923	1.28481725024417	1.38588449942272	1.46278935668427
NECAP2	1.16683311584962	0.841276309460681	0.803759300640314	1.03307931237858	1.01484547114989	0.837067811047982	0.855186943528995	0.81360384159391	1.08051128330468	0.956871359309848	1.11592373230969
NBPF1	0.325224173555604	0.106514337010715	0.54551708038102	0.187980049471802	0.153119900433392	0.241146059020086	0.107826036124448	0.0743381306991493	0.0853071656333331	0.0671904580731334	0.238331116019856
CROCC	0.079392081302699	0.117226700974025	0.135584610560036	0.12845967670705	0.0938415870485492	0.0952302209137632	0.0640257421699254	0.10394247555448	0.112881482457903	0.0532399529306311	0.130271593753025
ATP13A2	0.127687086338412	0.121352078214525	0.113433429694783	0.161463055170665	0.138813674465747	0.12122814458672	0.135953243192577	0.103263840948988	0.210528128335784	0.0953058752711818	0.185441664589374
SDHB	1.28680026438621	1.00510978805194	1.41467574377918	1.3353469838484	1.70046841753552	1.15237715152571	0.986937640347397	1.10190707426815	1.40081986189242	1.23003175446878	1.43522776773416
RCC2	0.301544464541498	0.285165604169384	0.581819561575293	0.400320450057624	0.48844441444267	0.393248333910712	0.272554085717135	0.341818946094983	0.245954917632279	0.238566225920789	0.335906130309236
IFFO2	0.0369063613499542	0.158876996494605	0.71964586760805	0.174050599475419	0.112235571314368	0.167302086777483	0.121648892972689	0.330525690797018	0.065364530609803	0.0719941034069671	0.0737561685300043
UBR4	0.474484689947984	0.347786304888518	0.35425457414853	0.518126314467924	0.446108554993149	0.341432440747494	0.482064459461627	0.421965847844516	0.451746008088082	0.361056431786885	0.498644665762947
EMC1	0.199292992639978	0.111018441255735	0.266294341183445	0.173266897228492	0.203432625431735	0.188573479283254	0.14007504445673	0.15749667143262	0.23747489297069	0.250437036529924	0.274304487849272
MRTO4	0.624020763951377	0.374200412230269	0.793266864369002	0.617602912100701	0.645205485701725	0.390170823844403	0.360821448779266	0.467502224413726	0.493441133456481	0.356242433842736	0.32888135211876
AKR7A2	0.604297657413287	0.770445387058246	0.95644879827355	0.791334720998259	1.09279843178746	0.899624235532882	0.53431952991157	0.728841757575922	0.920000198274052	0.493525368998733	0.665118008333648
PQLC2	0.109238971734344	0.0849363450473616	0.0962328578055892	0.0931310368927513	0.193985557560165	0.119277276672707	0.0625687594145527	0.107483829674938	0.0995099767674413	0.0582390808692362	0.121357513034483
CAPZB	2.47262532066235	2.84407806348026	2.55137896619167	2.83438818163126	3.47307916339451	2.65179617225859	2.10348008952485	3.16135861975512	3.01281833124388	2.8787936216243	2.75783981958452
MINOS1	1.25809923704758	1.05536781075767	1.16796348692873	1.02151063169607	1.05448476271516	0.761521400506164	0.763277827879958	1.12812801113723	0.830565124755451	0.945590617397993	0.944810960835776
NBL1	0.0613173694614963	0.240303569906974	0.151965255939565	0.223737124838606	0.160502194978902	0.0777863516011263	0.223030001395497	0.170298505241631	0.260821376150907	0.14732872383214	0.0517180797985568
TMCO4	0.114082012187276	0.0814904946064168	0.0461489843873249	0.0801538639280041	0.106608772214132	0.068544150677162	0.0359923747119966	0.110861989932393	0.0960224019934416	0.0285214807309852	0.0564467508392341
OTUD3	0.0872778288105532	0.155659486270671	0.197667715483797	0.129338792985052	0.0940587501128549	0.151489795146	0.143354801778709	0.131665248168056	0.0881315458134763	0.0504642558732164	0.131947380049456
